seg_sites_A	seg_sites_B	seg_sites_C	pi_A	pi_B	pi_C	Fst_AB	Fst_AC	Fst_BC	PBS_A	PBS_B	PBS_C	PBSN1_A	PBSN1_B	PBSN1_C
0.00893	0.01244	0.01227	0.0006958556911481132	7.455062270266014e-05	0.00011964062442282975	0.47197895499480247	0.4645531832310423	0.4184350076541197	0.36062015033544964	0.2779989877703442	0.2640335587816028	0.18953545800838922	0.146111262567851	0.13877128454054846
0.00978	0.0128	0.01332	0.0007543946113244892	6.763068065683636e-05	0.00035221892935240163	0.45740851803392524	0.4340785970934966	0.795820641881432	-0.20402890648694771	0.8154274839187583	0.7733289810312023	-0.08555648453966243	0.3419373760432037	0.32428399558129095
0.00963	0.0122	0.0125	0.0005706295766464649	6.855454057104773e-05	7.410942133770014e-05	0.5699491051566745	0.5636746912969508	0.7811678757675301	0.07688425551304101	0.7669674616847351	0.7524829374513144	0.02961261383441818	0.29540393042606256	0.2898250948135254
0.00873	0.01278	0.01354	0.0004759308651618428	7.074378673679016e-05	0.00017437511486392878	0.6783664185916954	0.6411325744615919	0.8492299859578487	0.133572442581532	1.0007698847452198	0.8912298043098521	0.04414782949143556	0.3307704596696822	0.29456571039599205
0.00952	0.01261	0.01318	0.0006869540868290211	0.00020784110327908963	0.00028475040638715414	0.5137423447492556	0.4279495737256792	0.5247107797581884	0.2678564994349688	0.4531601412921779	0.29067163423080367	0.1331501022148015	0.22526359920333588	0.14449138957022528
0.0109	0.01476	0.01474	0.0009833849025171586	6.0970193498417587e-05	0.00010808929651994604	0.49704544055103583	0.48969482557674493	0.32070029680108375	0.4866544716621528	0.2006009803687301	0.1860918793382007	0.2597780259502091	0.1070815737208361	0.09933655986911975
0.00844	0.01198	0.01185	0.0005889533875367346	0.0004212084824340267	0.00018252682980137875	0.15665940927887206	0.44829898761010756	0.48722185265886153	0.048610707681477405	0.12177367268605588	0.5461383159869952	0.028319292127458946	0.07094206965318499	0.3181655081793317
0.00956	0.0124	0.01378	0.0005960005097213484	0.0003803871832452554	0.00012803828190889482	0.32675113421726143	0.48411158579724634	0.411210276277886	0.2639094278877065	0.13173080409372395	0.3979553605436558	0.14713987310604706	0.07344509801580675	0.22187574623965284
0.00972	0.01329	0.01407	0.000657956017485281	0.00030727351118413235	9.575459034086039e-05	0.46449165738124454	0.5976491501729757	0.5092186758558103	0.4116065007969835	0.21293230929871182	0.49882430943661354	0.19384649616013103	0.1002806855502003	0.234921810993159
0.00871	0.01165	0.01301	0.000601925183592982	0.0003553712665619878	0.0001404105162843341	0.27696126153382195	0.42421632709584217	0.42386552748294076	0.16245077424293086	0.16184170384128765	0.38957248246131815	0.09478621594038629	0.0944308376488263	0.22730640478075598
0.00918	0.01282	0.01335	0.0005737954092984603	0.00011748336962124159	0.0002946048400868905	0.3742283672119325	0.16401495547528253	0.5015588909061525	-0.02417774955290719	0.49294752784498574	0.20332230493485912	-0.014459580184272522	0.29480884024859205	0.12159755253578582
0.00719	0.0088	0.00886	0.0006043064906703448	6.437448408334989e-05	0.00012053439830013309	0.44283088790800107	0.4715045606115832	0.8942495229062674	-0.512032686859825	1.0969191596221606	1.1497537899191075	-0.18723950416708665	0.4011200941459773	0.4204405989370317
0.00625	0.00815	0.00865	0.0004128050216712875	5.673965277672891e-05	9.11334622449575e-05	0.2816901476045222	0.229295438353263	0.2375613859198973	0.1600355706206565	0.17081868310655035	0.10041459675926748	0.11181377318891692	0.11934772635378095	0.07015774620200638
0.00798	0.01198	0.01243	0.0005434825694493711	0.0003286189084359072	0.00028034267848888356	0.31710630896168285	0.36289607175829797	0.5335471525947703	0.03482011221419529	0.3465959693289779	0.4160023718479924	0.019372290380406765	0.19282987146096106	0.23144436459029682
0.0083	0.01079	0.01054	0.00044971554862530887	8.723485115675556e-05	7.698093707134848e-05	0.650088664051337	0.6472868252583092	0.7375138262571257	0.37730935056823356	0.6727661318838232	0.6647907379095424	0.13897898457699287	0.24780820757872038	0.2448705328180029
0.01007	0.01319	0.01355	0.0005723991528931204	6.896468990044419e-05	0.00024322328473510652	0.49910210122156723	0.4789550203631972	0.7846128861665072	-0.09602321960374394	0.7873762131234369	0.7479421272830036	-0.039365150524363644	0.3227884180182084	0.3066222372620821
0.00717	0.00922	0.00953	0.0006132355969661828	0.00011449542925373722	0.00028778133351534645	0.33390776695264174	0.2991425804307646	0.5134233006612248	0.020708601980512886	0.38561852799072466	0.33474220641904395	0.011894185686738673	0.2214837283793755	0.19226242138814365
0.01013	0.01498	0.01433	0.0006498071204971991	5.394608759063867e-05	9.258184482217553e-05	0.3611344620907394	0.2893012134451129	0.6721985497495707	-0.16288966469497979	0.6109509372493023	0.5043962512400024	-0.08342801966745314	0.3129138174857733	0.2583391674814926
0.00945	0.01424	0.01428	0.0006646615625792836	0.000179834341630065	9.378077820023118e-05	0.5605700649425582	0.5623327261078988	0.7927917949206784	0.03727106529300572	0.785005928937089	0.7890252406400959	0.014272980276011019	0.3006185643524761	0.30215776255379295
0.00733	0.01002	0.01002	0.0005096147044902563	0.0003573694360872367	0.00014073461991796584	0.1952432586315888	0.38351662299748723	0.44995290869353904	0.05159388412162458	0.16562134774444037	0.43213003611920897	0.0312814333803183	0.10041642035736517	0.26200095547433144
0.00879	0.01272	0.01248	0.0005808412770799358	0.0003629888704723812	0.00022539059537076667	0.368108674262861	0.35159099498078566	0.5735004810879756	0.020063706841092876	0.4389741457273547	0.4131698943142489	0.01071660283133631	0.2344687155889964	0.22068592281075317
0.00953	0.01274	0.01301	0.0007313392711296789	7.770479423550733e-05	0.00023028431960098357	0.4490984293783874	0.32662111407755917	0.5919517936040388	0.0476381460271042	0.5485609774700566	0.3478089811561493	0.024505116986433487	0.2821803963455624	0.1789133390563599
0.01	0.01439	0.01466	0.0007604890796116961	0.00021212827307787443	0.00017599248415216086	0.3918624354443535	0.3510981531648769	0.5167795136216466	0.10127287020959996	0.3960812949058967	0.33120094104818065	0.055384095271851674	0.2166088916712378	0.181127131433869
0.00848	0.01204	0.01339	0.0005204831060696006	0.00021945779695108726	0.00017012082049898587	0.42859449742619143	0.4761989704907993	0.7183672086377293	-0.03042583709221114	0.5900819963383793	0.6770692185402766	-0.013602848787061108	0.26381513001043905	0.3027055646904369
0.00964	0.01406	0.01442	0.0005835862118712438	0.00018342715230888396	0.00011615336094621309	0.40325161165246687	0.3795742340652089	0.6850491355985839	-0.0808648032452815	0.5971245177284509	0.5582141206223892	-0.038980874030241384	0.287843841471284	0.2690870866510518
0.01018	0.01399	0.01388	0.0007362077764029379	0.00011556389890903251	0.0001426964425315278	0.5131044692906565	0.583339792430455	0.866962636191622	-0.2109676625541168	0.9306733574627529	1.0864519018612633	-0.07518026172049518	0.331653987835191	0.38716710106084273
0.009	0.01173	0.01262	0.0006165278630814699	9.315106404256856e-05	0.00016769676704896086	0.6646823434563022	0.5137714841385783	0.9573626677216772	-0.6706357643069416	1.7633127322600015	1.3917123326509473	-0.19246866708914792	0.5060607699473584	0.3994135593315301
0.00772	0.01071	0.01116	0.0005692310344048706	0.0001388878431458154	8.371053943452493e-05	0.4360725983033789	0.5297702754059166	0.7995634808821614	-0.13994700556167627	0.7127767617269976	0.894480933519566	-0.056720463355812566	0.2888881261313831	0.36253275165512483
0.00448	0.00485	0.00566	0.00028970012746618756	7.823857151317452e-05	4.7462193666671066e-05	0.24199499334837518	0.2767659434326105	0.33292589932733807	0.09811676201240299	0.17894852626787658	0.22590561750801816	0.0652818771371635	0.11906320047760295	0.15030604826613878
0.0094	0.01294	0.01373	0.0006411881678965694	0.00017300526989497115	0.00015245109873244072	0.28619444946751266	0.3526019019547578	0.6659900433735902	-0.16232295446901135	0.4994676463921367	0.597116829798905	-0.08391985915353309	0.2582213629248395	0.3087053240180806
0.0103	0.01414	0.01431	0.0006931292243965105	0.00024022055620438734	0.00037764731954585164	0.5297810603881726	0.4277026135261545	0.32360331830229494	0.4608389061336414	0.29371795764768455	0.09725761015040946	0.2488580322818179	0.15861089854431715	0.0525201695523602
0.00941	0.01325	0.0128	0.0005581667045297921	7.077230735200559e-05	9.941204144540482e-05	0.5024446473054704	0.4656134450981989	0.9031147528182982	-0.504771868175623	1.2028203350506894	1.1314076844924648	-0.17839890112156603	0.42510654723146807	0.39986754484448656
0.00799	0.00988	0.00995	0.0004994366981129974	8.940128022017365e-05	0.00011436654846742097	0.2781787956340086	0.24183298746876195	0.3919017939021986	0.05270525386095473	0.27327255627833447	0.2241463305939277	0.03400066644728523	0.17629075575139105	0.1445989548217121
0.00977	0.01246	0.01346	0.0004945745248250222	9.679043495585132e-05	0.00013409126069247962	0.371129038103116	0.41287592928595307	0.4830376641214705	0.16828152516433148	0.29554766618077055	0.36423759224550434	0.09205436402810213	0.16167224788159498	0.19924742110902824
0.00582	0.00821	0.00836	0.00032081938963083077	0.00041048042022103886	0.0004294369223582843	0.5401599598002275	0.3310896252451759	0.4731965956825563	0.2690269692995689	0.5078496193706945	0.13307822750533105	0.14085514852034883	0.2658961432331626	0.06967611295213819
0.00983	0.01349	0.01427	0.0002927598159931156	0.00016460508125807052	0.00020111119580105345	0.36778979488847074	0.3927218192153737	0.5880885824978803	0.03517734162723091	0.4233559954836015	0.46359096332894273	0.018301283438944327	0.22025422361433084	0.2411867761220618
0.00992	0.01401	0.01357	0.0006417963062996698	0.0001916457225982707	0.00020195031765000372	0.32153952168884925	0.3848541969584298	0.7295201516661171	-0.216866335065178	0.6047953850891722	0.7027622962229986	-0.10372948424667063	0.28928009204937993	0.3361387119550333
0.0062	0.00804	0.00817	0.00028325788629233225	8.042224333667076e-05	0.00020680914973640786	0.5554501760195474	0.584987772139407	0.7785614327678642	0.09126517901092046	0.7194279613540904	0.7881821154502744	0.03511718340720819	0.27682281392471103	0.30327816376974054
0.01039	0.01415	0.0144	0.0005204781382665476	0.0003863749990163687	0.00014353892793442065	0.18529744130875592	0.5455670449063487	0.6623174123075108	-0.04600591679010052	0.2509381078060452	0.8347108065812187	-0.02255586729849223	0.12303040684162236	0.4092435821193043
0.00943	0.01325	0.01366	0.0005308921931585417	0.0001176755509422595	5.900109414907033e-05	0.6066492370581447	0.6343502587390341	0.5046609302317024	0.6183100860034529	0.3147434526048172	0.3877693088759058	0.2664184759615388	0.13561718118468463	0.1670826833233982
0.00678	0.00717	0.00817	0.0005558329884877476	4.951502183399308e-05	0.0001019982643245516	0.6468295760634816	0.6247798757813993	0.5151891640051589	0.6485252427533059	0.3922793084442773	0.33171718455803834	0.27334849370589975	0.16534276695228703	0.13981628895483653
0.00558	0.00827	0.00817	0.0004077232107993529	6.429235790499815e-05	0.000246824011041596	0.47091031534565037	0.21801949333199586	0.4680318436729338	0.12567557180344135	0.5109217534814348	0.12024989447860235	0.07153471877899598	0.2908174073043297	0.0684464153318872
0.00879	0.01201	0.01227	0.0005634252817247135	0.0001988813804203781	0.00014558790962615825	0.4612096103597829	0.6229904928386801	0.7184063878111966	0.16331160308892445	0.4551170681155264	0.8121732708286331	0.06718977725835354	0.1872445916565188	0.33414491150668973
0.00781	0.00951	0.01033	0.0006296556726767414	0.0001579555403593069	7.625154119236115e-05	0.4730155047214719	0.4983898310778277	0.22986758208912209	0.5346616804442801	0.10592247115314829	0.1552703364538019	0.29771993443882394	0.05898165572873888	0.08646042175849857
0.00872	0.01212	0.01221	0.0005446320621299318	0.00021034808313616168	0.0004674319685689208	0.3797187572121458	0.2879842359202705	0.38164990036322166	0.16826851799478332	0.3093137684017216	0.1713867092590587	0.10204468273091244	0.18758009957534158	0.10393567720836512
0.00692	0.00835	0.00816	0.0004318533531260624	7.07214013566546e-05	7.549405285909746e-05	0.531086853345988	0.5117027898226918	0.28722447606691626	0.567789997996498	0.18954771805982001	0.14904102327182644	0.29783693359725644	0.09942815357174062	0.07818017490289061
0.00753	0.00967	0.01069	0.00046948210921325255	0.00022394503134776414	0.00017434533244265604	0.4326862876474585	0.35559165443175095	0.5400145952961728	0.11485250081535031	0.4519903428721256	0.3245701760349667	0.06072312055470808	0.23896966879209353	0.17160195718785742
0.01041	0.01409	0.01584	0.0005557765740715694	9.440074904375004e-05	0.00010192554590151985	0.6397911629699694	0.6577481616839582	0.8628100420384823	0.053445498678646675	0.9676258141867597	1.0187629448826172	0.017581714707774983	0.3183153198962888	0.33513766162940056
0.00536	0.0074	0.00689	0.00039352016518608965	0.0002686317297273862	0.00019700372210692483	0.36495269357969334	0.3840803106244417	0.5364939031878103	0.08487937134807666	0.3691764132165338	0.39975932699034766	0.04578631969230246	0.19914413843939002	0.215641422113036
0.01039	0.01458	0.01449	0.0008167462256876885	0.0004916295805339037	0.00022019824871262025	0.4994364527818048	0.47783109808109664	0.5871992955209508	0.2284972695648783	0.46352345125274896	0.4212669069766475	0.1081240748110423	0.21933760703295624	0.1993419643573748
0.00771	0.01131	0.01218	0.0005786585157818006	0.00024048139297416248	0.00011418196696511042	0.3989898490428334	0.507540456331178	0.7916806454619503	-0.17559829866282028	0.684741753140628	0.8839412652417644	-0.07337738493579006	0.2861335194271216	0.36937316007155274
0.00574	0.00724	0.00784	0.0003708205819450631	0.00024352044390069365	0.00037111798141832195	0.5413554298597602	0.393972690849156	0.2724638399048938	0.4811091893164928	0.29837053656728246	0.019721040006355495	0.2674016143376142	0.16583504310574682	0.010961000228675855
0.00875	0.01212	0.01248	0.0006468321442244163	0.0001066288694731794	0.00015186427685160895	0.5008740558219239	0.4903953643382235	0.4869111484185808	0.350855325593512	0.34404149634046016	0.3232647525045095	0.17384897722628148	0.17047272165816738	0.16017783541164302
0.00603	0.00673	0.00678	0.00036506081124855895	5.4376872118776314e-05	0.0001604783877080345	0.5568089401724126	0.4157853170503474	0.6519210041065763	0.14795762313091487	0.6657966924907649	0.3895291327836835	0.06715324042306035	0.3021838579020045	0.17679483457546374
0.01099	0.01412	0.01398	0.0006406782475269864	0.0006028458487514641	0.00016426160705034894	0.21512862896760973	0.3693941190306399	0.43338813988784586	0.06761443968775943	0.174620993495714	0.3934597662367992	0.04133682101147178	0.10675643821514158	0.24054589533321996
0.00478	0.00636	0.00657	0.00033684624252556074	7.696640271652326e-05	0.000298993493283513	0.5028344333503939	0.3226387601740496	0.5546774808072381	0.13971311922089502	0.5591190570490256	0.24983744004925923	0.07169666835817842	0.2869234745421542	0.12820923462704487
0.00798	0.01115	0.01191	0.0005549109029910446	0.0003034809739752629	0.00017255846696486582	0.2831654265010034	0.36704445259655355	0.23231420493036345	0.26294525969554505	0.06996492567103094	0.1944098248793422	0.17216120913207147	0.0458089497955086	0.12728820651543726
0.00404	0.00509	0.00506	0.00023859801662301158	4.496406939317936e-05	4.789271505552944e-05	0.5973436921364207	0.5764157604072454	0.5021500184703929	0.5356091487805563	0.3740627662101926	0.323393723038169	0.23985374171684792	0.16751086929104791	0.14482051827353454
0.00759	0.01034	0.01059	0.0005838480596797177	0.00036391423684504034	0.00038852986177920565	0.30248523912592895	0.4122812000896061	0.40669383913464796	0.1848467790887336	0.1753848238783352	0.3466598978288134	0.10829439305459311	0.10275100895197939	0.20309427849817888
0.00989	0.01412	0.01419	0.0007535529488345906	0.00015771484717158726	0.00029675192625375923	0.4489613771565343	0.3573112310257459	0.49550040676939167	0.17692841621190508	0.41902196016926413	0.2651662853017775	0.09506573115729054	0.22514545637905164	0.1424769821049242
0.00915	0.01385	0.01407	0.00044259495084634354	0.0003507866572590835	0.00048359563605994345	0.40204866071280776	0.31052001241361343	0.38070271006400536	0.20344683020639667	0.3107990705654688	0.1683707764938624	0.1209109792831723	0.1847117497198001	0.10006484469621857
0.00855	0.01113	0.01229	0.0005598665146820483	0.00013364108490904558	0.00011803000730564741	0.36945643788439897	0.4003370242683626	0.45026527471209626	0.18712054425648417	0.27405249032656764	0.3242669444399856	0.10480360384832058	0.1534929729066135	0.1816173874505818
0.00935	0.01334	0.01354	0.0006556436989482279	6.56211317409033e-05	7.03862081381831e-05	0.5179783030765569	0.5045103875666971	0.90640221660066	-0.4683867682949119	1.1981529198755747	1.1705956575344132	-0.16149253062941843	0.4131046396039606	0.4036033207496866
0.00491	0.00725	0.00687	0.000340726491828799	6.730830484412688e-05	4.486803448124868e-05	0.5633129801079105	0.5988262954294714	0.6071520977869065	0.40378327489933596	0.4247552672020469	0.5095774920908229	0.17269599497821278	0.1816656064072523	0.2179436283909137
0.00528	0.00695	0.00754	0.0004177718667408323	9.942121889348131e-05	0.00037179187488676075	0.4624392037886466	0.19906980001764624	0.5047003425453347	0.07005128098645907	0.550662135159802	0.15193019582001288	0.039517972204664374	0.31064458272522677	0.08570825787789739
0.01066	0.01424	0.01397	0.0007458052538212779	0.00016622982946462188	0.00010407492619169579	0.43394586400722124	0.5334137310117455	0.805717190178197	-0.15353124625743297	0.7225968049798832	0.9158435938858156	-0.06178545646076441	0.29079405346526055	0.36856220394395806
0.00877	0.01204	0.0118	0.0006103708059847459	0.0001597578517544463	0.000280102120425177	0.4395508232742958	0.26575442032720625	0.6606429310903562	-0.09638699036578396	0.6754037058341584	0.4052987194809885	-0.04857442958318954	0.3403711395569494	0.2042511550041595
0.00657	0.00781	0.00861	0.000457825202970132	0.0002661238637820399	0.0002663857153952378	0.28710168349595405	0.20056755790994737	0.36993267819117226	0.05017056376190024	0.2882459185750408	0.17368268671663023	0.03317941361828946	0.1906263322368301	0.11486196823012534
0.00992	0.01426	0.01578	0.0006666953632587505	0.00025574594163396247	0.0002857719310767929	0.39439092671616993	0.44181161686272213	0.4751887687179962	0.2199313617717608	0.28158923289449955	0.3631274076158664	0.11794792448901277	0.15101468617662148	0.19474314035219403
0.01076	0.01461	0.01466	0.0007486326842309833	9.613049271296749e-05	0.0002287769959839438	0.43904706303720054	0.3401629242834392	0.7245449222282041	-0.1477250615266944	0.725843329837118	0.5634873909369725	-0.0689786473475271	0.33892482806204116	0.26311444803288087
0.00667	0.00807	0.00765	0.0005046915660106238	6.691386528572815e-05	9.818646075160766e-05	0.4476834667397572	0.40332789657184637	0.401774163740529	0.29811729024176103	0.2955166769920539	0.21827026672443783	0.16453258657633327	0.16309729369442094	0.1204645712690944
0.00404	0.00481	0.00448	0.00027287680545768473	5.548637434764734e-05	8.023092064212548e-05	0.48276645655692746	0.507071529288469	0.833913890199463	-0.21429845387011404	0.8735592322125235	0.921689659170732	-0.08303082878127639	0.3384641640210015	0.35711249847122994
0.00549	0.00692	0.00695	0.000351440676737729	0.00018942658133156833	5.8528924016691015e-05	0.5165393696859497	0.5993737378116384	0.44028766448041146	0.5305896904027056	0.19619570344596549	0.3841366103612874	0.2513544741797725	0.09294313245808171	0.18197574784628567
0.00449	0.0058	0.00576	0.00036058762691380564	8.675743421818614e-05	0.0002138907304230173	0.42618011204722284	0.42313514077668485	0.6161476983548412	0.07404476856591552	0.48139494739156763	0.47610248412476863	0.03644756607217789	0.2369603483363905	0.23435520271520446
0.00871	0.01328	0.01368	0.0004743299733432917	0.00025327197960332474	0.00015672047128816152	0.26575596485860786	0.3178456258954899	0.5908373573014559	-0.10111470906713094	0.4100285417469587	0.48361400082828165	-0.05640900362994196	0.2287431938752675	0.2697944164592487
0.0095	0.0128	0.01351	0.0005492068449382823	0.0001671525307314491	0.00010182680036034237	0.3610220007735529	0.4610671909170582	0.28593493524895597	0.36463421791383804	0.0832510372890507	0.25353015640302157	0.21431228107289318	0.04893045914664237	0.14901132003014053
0.00979	0.01455	0.01456	0.0005593904796568917	0.00030121262481939314	0.0004264707736918018	0.31316386203604085	0.25783336034533194	0.3868055736136675	0.09238389566329883	0.2832756377940022	0.2057975836213271	0.05841694641329033	0.17912318629118928	0.13013162443600745
